shipment_id,shipment_date,origin,destination,lane,carrier_id,carrier_name,vehicle_type,weight_kg,distance_km,priority,industry,bid_price_inr,transit_days_planned,transit_days_actual,on_time_delivery,delayed_days,damage_reported,delivered,carrier_score,risk_level,award_given,feedback_rating,negotiation_signal,market_rate_inr
SHP-01437,2023-07-06,Chennai,Kanpur,CHE-KAN,C010,XpressBees Freight,HCV,8457.7,890,Standard,Textile,23114.33,2,2.0,Yes,0.0,No,Yes,86.3,Low,Yes,4.8,Yes,17800
SHP-01438,2023-06-15,Vadodara,Bhopal,VAD-BHO,C012,ShadowFax Freight,Trailer,4597.6,2174,Standard,Pharma,59579.59,5,5.0,Yes,0.0,No,Yes,98.2,Low,Yes,4.0,Yes,43480
SHP-01439,2023-03-01,Bhopal,Visakhapatnam,BHO-VIS,C003,Delhivery Freight,MCV,14479.6,2161,Express,Food & Beverage,85730.78,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.8,Yes,43220
SHP-01440,2024-09-05,Bengaluru,Kolkata,BEN-KOL,C012,ShadowFax Freight,HCV,3868.5,1781,Express,Textile,51609.46,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.0,Yes,35620
SHP-01441,2024-03-31,Coimbatore,Jaipur,COI-JAI,C010,XpressBees Freight,MCV,11961.9,1887,Urgent,Electronics,111341.92,5,5.0,Yes,0.0,No,Yes,85.7,Low,Yes,4.8,Yes,37740
SHP-01442,2024-04-05,Indore,Bengaluru,IND-BEN,C007,Safexpress,LCV,2029.5,1120,Express,Industrial,26378.48,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.9,Yes,22400
SHP-01443,2024-04-26,Lucknow,Kanpur,LUC-KAN,C013,Allcargo Logistics,Trailer,5409.2,80,Standard,FMCG,6170.81,1,1.0,Yes,0.0,No,Yes,96.1,Low,Yes,4.6,Yes,1600
SHP-01444,2023-11-29,Indore,Visakhapatnam,IND-VIS,C014,DHL Supply Chain India,LCV,4403.0,571,Standard,FMCG,14365.33,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.0,Yes,11420
SHP-01445,2024-03-12,Ludhiana,Kochi,LUD-KOC,C015,FedEx Freight India,MCV,123.8,906,Standard,Food & Beverage,15651.96,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.5,No,18120
SHP-01446,2024-10-20,Coimbatore,Mumbai,COI-MUM,C004,TCI Freight,Container,2950.1,1136,Standard,Textile,17532.06,3,3.0,Yes,0.0,No,Yes,95.2,Low,Yes,4.2,No,22720
SHP-01447,2024-08-20,Visakhapatnam,Kolkata,VIS-KOL,C001,BlueDart Express,HCV,11664.0,1546,Standard,Electronics,39198.22,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.7,Yes,30920
SHP-01448,2024-09-16,Vadodara,Kochi,VAD-KOC,C003,Delhivery Freight,MCV,4127.4,2021,Urgent,Textile,47775.09,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.5,Yes,40420
SHP-01449,2023-08-17,Nagpur,Bhopal,NAG-BHO,C005,Mahindra Logistics,LCV,14606.6,1343,Urgent,Industrial,73788.4,3,3.0,Yes,0.0,No,Yes,96.1,Low,Yes,4.1,Yes,26860
SHP-01450,2023-02-15,Hyderabad,Coimbatore,HYD-COI,C001,BlueDart Express,HCV,10772.5,645,Standard,Pharma,31844.78,1,4.0,No,3.0,No,Yes,100.0,Low,Yes,2.5,Yes,12900
SHP-01451,2024-11-11,Ludhiana,Mumbai,LUD-MUM,C008,VRL Logistics,MCV,12673.5,691,Standard,Electronics,29082.18,2,2.0,Yes,0.0,No,Yes,89.4,Low,Yes,4.9,Yes,13820
SHP-01452,2023-05-13,Surat,Bengaluru,SUR-BEN,C009,Rivigo,HCV,6409.1,2141,Urgent,Pharma,60865.19,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.6,Yes,42820
SHP-01453,2024-07-15,Jaipur,Chennai,JAI-CHE,C010,XpressBees Freight,MCV,2429.6,1160,Standard,Retail,16859.14,3,3.0,Yes,0.0,No,Yes,90.4,Low,Yes,3.6,No,23200
SHP-01454,2023-08-07,Bhopal,Ahmedabad,BHO-AHM,C002,GATI Limited,MCV,14733.7,2039,Standard,Retail,60757.32,4,4.0,Yes,0.0,No,Yes,96.3,Low,Yes,4.1,Yes,40780
SHP-01455,2024-02-29,Bengaluru,Kochi,BEN-KOC,C009,Rivigo,MCV,2286.2,570,Express,Industrial,21280.72,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.3,Yes,11400
SHP-01456,2023-06-25,Hyderabad,Jaipur,HYD-JAI,C011,SpotOn Logistics,Container,1829.8,1270,Urgent,Machinery,25303.37,3,3.0,Yes,0.0,No,Yes,82.1,Low,Yes,4.5,No,25400
SHP-01457,2024-04-22,Indore,Lucknow,IND-LUC,C014,DHL Supply Chain India,Container,13100.2,858,Express,Automotive,46118.57,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.8,Yes,17160
SHP-01458,2023-08-04,Lucknow,Kanpur,LUC-KAN,C004,TCI Freight,Container,7896.2,80,Urgent,Machinery,25016.56,1,1.0,Yes,0.0,No,Yes,98.5,Low,Yes,4.1,Yes,1600
SHP-01459,2023-09-27,Surat,Nagpur,SUR-NAG,C009,Rivigo,Trailer,11443.5,1546,Standard,Retail,45507.03,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.0,Yes,30920
SHP-01460,2024-11-14,Kochi,Nagpur,KOC-NAG,C002,GATI Limited,Trailer,3605.0,609,Standard,Pharma,12962.97,1,1.0,Yes,0.0,No,Yes,95.7,Low,Yes,4.1,No,12180
SHP-01461,2023-01-28,Hyderabad,Ludhiana,HYD-LUD,C011,SpotOn Logistics,Trailer,8123.3,1916,Standard,Food & Beverage,57118.27,4,4.0,Yes,0.0,No,Yes,81.8,Low,Yes,4.9,Yes,38320
SHP-01462,2024-07-20,Delhi,Hyderabad,DEL-HYD,C001,BlueDart Express,MCV,8812.7,1568,Express,Pharma,48648.82,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.7,Yes,31360
SHP-01463,2024-09-20,Surat,Kochi,SUR-KOC,C015,FedEx Freight India,HCV,3677.0,394,Standard,Retail,11611.77,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.7,Yes,7880
SHP-01464,2024-10-09,Coimbatore,Mumbai,COI-MUM,C013,Allcargo Logistics,LCV,6661.8,1297,Standard,Electronics,22836.61,4,4.0,Yes,0.0,No,Yes,94.3,Low,Yes,3.3,No,25940
SHP-01465,2023-02-15,Bengaluru,Visakhapatnam,BEN-VIS,C008,VRL Logistics,MCV,9072.4,1565,Urgent,Textile,67603.7,4,9.9,No,5.9,No,Yes,87.6,Low,Yes,3.3,Yes,31300
SHP-01466,2023-04-27,Delhi,Hyderabad,DEL-HYD,C013,Allcargo Logistics,HCV,14046.3,1568,Standard,Electronics,54562.05,4,4.0,Yes,0.0,No,Yes,97.7,Low,Yes,4.5,Yes,31360
SHP-01467,2024-10-16,Vadodara,Coimbatore,VAD-COI,C015,FedEx Freight India,Trailer,6782.5,2087,Urgent,Automotive,88233.09,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.5,Yes,41740
SHP-01468,2023-03-09,Kochi,Ludhiana,KOC-LUD,C013,Allcargo Logistics,MCV,419.9,900,Express,Retail,30548.59,2,7.6,No,5.6,No,Yes,97.1,Low,Yes,1.9,Yes,18000
SHP-01469,2024-06-05,Chennai,Nagpur,CHE-NAG,C010,XpressBees Freight,MCV,5522.5,1320,Urgent,Pharma,51734.56,3,3.0,Yes,0.0,No,Yes,86.2,Low,Yes,4.7,Yes,26400
SHP-01470,2024-01-20,Lucknow,Vadodara,LUC-VAD,C006,Ecom Express,HCV,10593.1,2187,Standard,Electronics,41556.71,4,4.0,Yes,0.0,No,Yes,86.1,Low,Yes,4.1,No,43740
SHP-01471,2024-04-27,Vadodara,Indore,VAD-IND,C013,Allcargo Logistics,Trailer,408.3,1096,Standard,Textile,17290.03,2,2.0,Yes,0.0,No,Yes,97.9,Low,Yes,3.7,No,21920
SHP-01472,2023-01-14,Surat,Bengaluru,SUR-BEN,C015,FedEx Freight India,Container,7331.5,1584,Standard,Retail,22634.19,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.1,No,31680
SHP-01473,2024-08-27,Surat,Chennai,SUR-CHE,C004,TCI Freight,HCV,11460.0,1913,Express,Retail,62190.87,5,5.0,Yes,0.0,No,Yes,96.6,Low,Yes,4.5,Yes,38260
SHP-01474,2023-07-26,Hyderabad,Ludhiana,HYD-LUD,C013,Allcargo Logistics,Container,12898.5,1772,Express,Textile,81757.24,4,4.0,Yes,0.0,No,Yes,97.9,Low,Yes,4.9,Yes,35440
SHP-01475,2024-04-08,Mumbai,Ludhiana,MUM-LUD,C012,ShadowFax Freight,MCV,8797.9,1622,Standard,Food & Beverage,49396.3,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,32440
SHP-01476,2023-05-12,Hyderabad,Kanpur,HYD-KAN,C012,ShadowFax Freight,HCV,13733.3,1107,Standard,Automotive,38765.78,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,Yes,22140
SHP-01477,2024-04-30,Ahmedabad,Kochi,AHM-KOC,C007,Safexpress,Trailer,3349.6,1434,Express,Industrial,40047.58,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.8,Yes,28680
SHP-01478,2024-01-05,Jaipur,Lucknow,JAI-LUC,C001,BlueDart Express,MCV,2504.9,1563,Standard,FMCG,32380.67,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.1,No,31260
SHP-01479,2024-10-20,Kolkata,Bhopal,KOL-BHO,C013,Allcargo Logistics,LCV,5725.2,1400,Urgent,Machinery,60406.55,3,3.0,Yes,0.0,No,Yes,95.0,Low,Yes,3.4,Yes,28000
SHP-01480,2024-07-14,Coimbatore,Nagpur,COI-NAG,C014,DHL Supply Chain India,LCV,3977.5,2103,Standard,Machinery,27831.37,5,9.9,No,4.9,No,Yes,100.0,Low,Yes,1.9,No,42060
SHP-01481,2024-07-02,Jaipur,Lucknow,JAI-LUC,C015,FedEx Freight India,Container,3874.5,1699,Express,Chemical,35505.31,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.5,No,33980
SHP-01482,2023-06-02,Kanpur,Jaipur,KAN-JAI,C007,Safexpress,LCV,11097.1,1797,Standard,Chemical,47004.36,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.9,Yes,35940
SHP-01483,2024-03-27,Lucknow,Ahmedabad,LUC-AHM,C002,GATI Limited,LCV,13129.0,574,Standard,Automotive,23520.35,1,1.0,Yes,0.0,No,Yes,94.6,Low,Yes,4.6,Yes,11480
SHP-01484,2023-03-28,Bhopal,Delhi,BHO-DEL,C001,BlueDart Express,Container,10860.1,504,Express,Electronics,19474.52,1,3.4,No,2.4,No,Yes,100.0,Low,Yes,1.7,Yes,10080
SHP-01485,2024-06-21,Mumbai,Bhopal,MUM-BHO,C013,Allcargo Logistics,Trailer,1210.4,1423,Standard,Automotive,30124.38,3,3.0,Yes,0.0,No,Yes,94.4,Low,Yes,4.3,No,28460
SHP-01486,2023-07-20,Mumbai,Pune,MUM-PUN,C014,DHL Supply Chain India,MCV,12338.4,149,Standard,FMCG,13512.91,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.9,Yes,2980
SHP-01487,2023-10-24,Lucknow,Kanpur,LUC-KAN,C015,FedEx Freight India,HCV,332.1,80,Standard,Pharma,1439.63,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.5,No,1600
SHP-01488,2023-05-25,Vadodara,Ludhiana,VAD-LUD,C003,Delhivery Freight,Trailer,1477.0,339,Express,Electronics,9300.09,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.7,Yes,6780
SHP-01489,2024-11-10,Vadodara,Hyderabad,VAD-HYD,C003,Delhivery Freight,HCV,2682.7,1661,Express,Pharma,47211.8,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.1,Yes,33220
SHP-01490,2023-04-30,Ahmedabad,Jaipur,AHM-JAI,C010,XpressBees Freight,MCV,2927.0,664,Standard,Pharma,18111.54,1,1.0,Yes,0.0,No,Yes,90.3,Low,Yes,3.8,Yes,13280
SHP-01491,2024-03-29,Surat,Kanpur,SUR-KAN,C003,Delhivery Freight,Container,4599.0,743,Express,Textile,27478.86,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.5,Yes,14860
SHP-01492,2024-10-14,Delhi,Ludhiana,DEL-LUD,C006,Ecom Express,Trailer,6587.1,806,Express,Electronics,27514.9,2,2.0,Yes,0.0,No,Yes,84.1,Low,Yes,4.5,Yes,16120
SHP-01493,2024-02-04,Lucknow,Pune,LUC-PUN,C007,Safexpress,HCV,5595.3,1127,Urgent,FMCG,41807.03,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.8,Yes,22540
SHP-01494,2024-01-15,Indore,Surat,IND-SUR,C002,GATI Limited,HCV,7117.4,845,Standard,Electronics,24187.73,2,9.5,No,7.5,No,Yes,92.8,Low,Yes,2.9,Yes,16900
SHP-01495,2023-09-13,Kolkata,Kanpur,KOL-KAN,C004,TCI Freight,Trailer,8729.4,1449,Standard,Machinery,36729.34,4,4.0,Yes,0.0,No,Yes,97.2,Low,Yes,4.8,Yes,28980
SHP-01496,2024-07-14,Hyderabad,Lucknow,HYD-LUC,C002,GATI Limited,MCV,7148.6,993,Express,Retail,47643.67,2,2.0,Yes,0.0,No,Yes,92.9,Low,Yes,3.7,Yes,19860
SHP-01497,2024-08-27,Indore,Kolkata,IND-KOL,C011,SpotOn Logistics,LCV,440.7,1483,Express,Food & Beverage,26233.68,3,3.0,Yes,0.0,No,Yes,81.9,Low,Yes,3.2,No,29660
SHP-01498,2024-11-02,Chennai,Nagpur,CHE-NAG,C014,DHL Supply Chain India,Container,10123.5,759,Standard,FMCG,29761.44,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.9,Yes,15180
SHP-01499,2024-05-08,Nagpur,Delhi,NAG-DEL,C008,VRL Logistics,LCV,2532.4,1715,Standard,Textile,35536.79,3,4.2,No,1.2,No,Yes,88.9,Low,Yes,1.9,No,34300
SHP-01500,2023-10-12,Hyderabad,Chennai,HYD-CHE,C005,Mahindra Logistics,Container,11767.1,627,Standard,Chemical,22219.74,1,1.0,Yes,0.0,No,Yes,94.6,Low,Yes,4.4,Yes,12540
SHP-01501,2024-08-25,Kanpur,Indore,KAN-IND,C004,TCI Freight,Container,12248.4,2178,Standard,Chemical,51713.61,5,5.0,Yes,0.0,No,Yes,96.5,Low,Yes,4.7,Yes,43560
SHP-01502,2024-04-07,Bengaluru,Hyderabad,BEN-HYD,C003,Delhivery Freight,Trailer,6233.5,569,Standard,Machinery,19104.35,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.4,Yes,11380
SHP-01503,2023-09-10,Chennai,Delhi,CHE-DEL,C002,GATI Limited,HCV,1656.2,2194,Urgent,Automotive,49005.27,5,5.0,Yes,0.0,No,Yes,90.9,Low,Yes,3.5,Yes,43880
SHP-01504,2023-04-13,Jaipur,Surat,JAI-SUR,C004,TCI Freight,Trailer,13768.7,1275,Express,Electronics,58322.24,3,3.0,Yes,0.0,No,Yes,95.4,Low,Yes,3.1,Yes,25500
SHP-01505,2023-10-17,Bengaluru,Coimbatore,BEN-COI,C008,VRL Logistics,LCV,3286.8,1529,Standard,Food & Beverage,22527.05,3,3.0,Yes,0.0,No,Yes,87.3,Low,Yes,4.7,No,30580
SHP-01506,2023-02-03,Pune,Delhi,PUN-DEL,C003,Delhivery Freight,Trailer,8449.2,1384,Express,FMCG,45159.39,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.2,Yes,27680
SHP-01507,2023-03-03,Ahmedabad,Surat,AHM-SUR,C009,Rivigo,HCV,11153.6,264,Standard,Food & Beverage,12123.76,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.3,Yes,5280
SHP-01508,2023-03-30,Kochi,Ludhiana,KOC-LUD,C002,GATI Limited,Trailer,13815.7,720,Standard,FMCG,28285.0,1,1.0,Yes,0.0,No,Yes,91.0,Low,Yes,4.4,Yes,14400
SHP-01509,2023-10-24,Mumbai,Pune,MUM-PUN,C005,Mahindra Logistics,LCV,6985.8,149,Standard,Food & Beverage,13239.46,1,1.0,Yes,0.0,No,Yes,94.1,Low,Yes,3.3,Yes,2980
SHP-01510,2024-03-14,Kochi,Bengaluru,KOC-BEN,C013,Allcargo Logistics,Trailer,3236.2,570,Express,Food & Beverage,16752.02,1,1.0,Yes,0.0,No,Yes,94.3,Low,Yes,4.3,Yes,11400
SHP-01511,2023-12-23,Surat,Chennai,SUR-CHE,C011,SpotOn Logistics,Container,1875.6,1076,Standard,Pharma,17227.73,3,3.0,Yes,0.0,No,Yes,79.2,Medium,Yes,3.7,No,21520
SHP-01512,2023-11-27,Indore,Coimbatore,IND-COI,C011,SpotOn Logistics,Trailer,5858.6,679,Urgent,Textile,34644.98,2,2.0,Yes,0.0,No,Yes,77.2,Medium,Yes,4.3,Yes,13580
SHP-01513,2024-06-17,Surat,Bhopal,SUR-BHO,C012,ShadowFax Freight,Trailer,1021.8,1956,Urgent,Food & Beverage,64783.2,4,8.0,No,4.0,No,Yes,100.0,Low,Yes,2.7,Yes,39120
SHP-01514,2024-02-16,Delhi,Mumbai,DEL-MUM,C006,Ecom Express,HCV,8883.2,1415,Express,Chemical,47098.84,4,4.0,Yes,0.0,No,Yes,86.8,Low,Yes,3.4,Yes,28300
SHP-01515,2023-01-09,Bengaluru,Kochi,BEN-KOC,C003,Delhivery Freight,HCV,6092.9,570,Express,Industrial,16947.04,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.5,Yes,11400
SHP-01516,2024-03-31,Kolkata,Mumbai,KOL-MUM,C014,DHL Supply Chain India,Trailer,7663.2,1987,Standard,Textile,34947.8,4,4.0,Yes,0.0,Yes,Yes,100.0,Low,Yes,3.8,No,39740
SHP-01517,2024-02-22,Visakhapatnam,Delhi,VIS-DEL,C011,SpotOn Logistics,LCV,14824.7,856,Express,Pharma,31051.57,2,2.0,Yes,0.0,No,Yes,82.0,Low,Yes,3.3,Yes,17120
SHP-01518,2023-12-01,Kolkata,Hyderabad,KOL-HYD,C009,Rivigo,Container,2755.7,603,Standard,Textile,9277.94,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,No,12060
SHP-01519,2023-04-15,Jaipur,Bengaluru,JAI-BEN,C001,BlueDart Express,HCV,11282.1,1787,Express,Machinery,65872.79,4,7.0,No,3.0,No,Yes,100.0,Low,Yes,1.9,Yes,35740
SHP-01520,2023-05-01,Coimbatore,Hyderabad,COI-HYD,C003,Delhivery Freight,Container,9664.8,1869,Standard,Automotive,53913.03,4,7.4,No,3.4,No,Yes,100.0,Low,Yes,2.4,Yes,37380
SHP-01521,2023-12-04,Kolkata,Mumbai,KOL-MUM,C003,Delhivery Freight,LCV,8129.7,1987,Standard,Textile,32480.05,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.0,No,39740
SHP-01522,2024-10-18,Chennai,Surat,CHE-SUR,C005,Mahindra Logistics,Trailer,8357.3,1261,Standard,Pharma,30661.68,3,3.0,Yes,0.0,No,Yes,93.6,Low,Yes,3.7,Yes,25220
SHP-01523,2024-09-27,Visakhapatnam,Mumbai,VIS-MUM,C011,SpotOn Logistics,Container,6996.7,765,Standard,Pharma,21677.35,2,2.0,Yes,0.0,No,Yes,78.6,Medium,Yes,4.4,Yes,15300
SHP-01524,2024-08-29,Ludhiana,Vadodara,LUD-VAD,C001,BlueDart Express,Container,12224.1,953,Standard,Industrial,44054.58,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.8,Yes,19060
SHP-01525,2024-07-10,Mumbai,Coimbatore,MUM-COI,C010,XpressBees Freight,LCV,8518.3,1180,Standard,Industrial,39702.53,3,3.0,Yes,0.0,No,Yes,87.9,Low,Yes,3.5,Yes,23600
SHP-01526,2023-08-17,Coimbatore,Jaipur,COI-JAI,C006,Ecom Express,LCV,13410.5,1209,Express,Industrial,40234.17,3,3.0,Yes,0.0,No,Yes,82.1,Low,Yes,3.7,Yes,24180
SHP-01527,2024-02-12,Mumbai,Visakhapatnam,MUM-VIS,C005,Mahindra Logistics,Trailer,7209.7,698,Urgent,Machinery,31349.75,2,2.0,Yes,0.0,No,Yes,97.8,Low,Yes,3.6,Yes,13960
SHP-01528,2023-02-02,Mumbai,Vadodara,MUM-VAD,C005,Mahindra Logistics,MCV,2803.6,1683,Standard,Pharma,27436.04,4,4.0,Yes,0.0,No,Yes,94.3,Low,Yes,3.5,No,33660
SHP-01529,2024-05-25,Nagpur,Chennai,NAG-CHE,C006,Ecom Express,Trailer,5103.6,1394,Standard,Machinery,40234.76,3,3.0,Yes,0.0,No,Yes,84.4,Low,Yes,3.5,Yes,27880
SHP-01530,2023-03-26,Ahmedabad,Jaipur,AHM-JAI,C011,SpotOn Logistics,HCV,9327.7,664,Urgent,Textile,45706.94,2,2.0,Yes,0.0,No,Yes,78.6,Medium,Yes,3.6,Yes,13280
SHP-01531,2023-10-30,Hyderabad,Coimbatore,HYD-COI,C007,Safexpress,Container,13577.1,676,Urgent,FMCG,33173.1,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.9,Yes,13520
SHP-01532,2023-01-06,Pune,Chennai,PUN-CHE,C006,Ecom Express,MCV,3649.0,1701,Express,Retail,50113.37,4,13.4,No,9.4,No,Yes,82.4,Low,Yes,2.0,Yes,34020
SHP-01533,2024-11-18,Pune,Visakhapatnam,PUN-VIS,C001,BlueDart Express,HCV,7998.0,918,Standard,Pharma,21193.94,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.5,Yes,18360
SHP-01534,2024-03-16,Ludhiana,Kochi,LUD-KOC,C002,GATI Limited,LCV,973.8,1536,Standard,Pharma,34658.69,4,4.0,Yes,0.0,No,Yes,94.7,Low,Yes,3.6,Yes,30720
SHP-01535,2024-09-28,Kochi,Bengaluru,KOC-BEN,C009,Rivigo,Container,5558.6,570,Standard,Automotive,20096.66,1,1.0,Yes,0.0,Yes,Yes,100.0,Low,Yes,4.6,Yes,11400
SHP-01536,2023-03-19,Ahmedabad,Hyderabad,AHM-HYD,C012,ShadowFax Freight,Trailer,1288.5,779,Express,Chemical,27235.38,2,2.0,Yes,0.0,No,Yes,99.3,Low,Yes,3.0,Yes,15580
SHP-01537,2024-03-14,Chennai,Lucknow,CHE-LUC,C013,Allcargo Logistics,Container,2977.4,1022,Standard,FMCG,27353.16,2,2.0,Yes,0.0,No,Yes,98.1,Low,Yes,4.3,Yes,20440
SHP-01538,2024-05-03,Indore,Bengaluru,IND-BEN,C003,Delhivery Freight,MCV,11767.1,354,Urgent,FMCG,40922.69,1,1.0,Yes,0.0,No,Yes,99.8,Low,Yes,3.3,Yes,7080
SHP-01539,2024-03-13,Bengaluru,Hyderabad,BEN-HYD,C007,Safexpress,Trailer,9409.7,569,Standard,Retail,23078.33,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.7,Yes,11380
SHP-01540,2024-05-24,Hyderabad,Bengaluru,HYD-BEN,C014,DHL Supply Chain India,Container,5709.3,569,Standard,Food & Beverage,14141.22,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.1,Yes,11380
SHP-01541,2023-09-07,Kolkata,Kochi,KOL-KOC,C014,DHL Supply Chain India,MCV,11605.0,989,Urgent,Food & Beverage,59501.52,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.3,Yes,19780
SHP-01542,2023-07-26,Nagpur,Indore,NAG-IND,C010,XpressBees Freight,Trailer,1945.8,727,Urgent,Textile,19231.89,1,1.0,Yes,0.0,No,Yes,91.3,Low,Yes,4.8,Yes,14540
SHP-01543,2024-03-14,Bhopal,Hyderabad,BHO-HYD,C001,BlueDart Express,HCV,1520.5,493,Standard,Retail,12500.85,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.8,Yes,9860
SHP-01544,2024-05-15,Bengaluru,Pune,BEN-PUN,C008,VRL Logistics,HCV,14901.7,674,Standard,Electronics,44924.65,1,1.0,Yes,0.0,No,Yes,89.5,Low,Yes,3.9,Yes,13480
SHP-01545,2024-08-14,Indore,Jaipur,IND-JAI,C009,Rivigo,Container,7694.1,1203,Express,Pharma,38282.4,3,3.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.6,Yes,24060
SHP-01546,2024-11-19,Indore,Ludhiana,IND-LUD,C003,Delhivery Freight,Trailer,6311.2,1462,Urgent,Industrial,63077.84,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.0,Yes,29240
SHP-01547,2023-10-03,Ludhiana,Kolkata,LUD-KOL,C012,ShadowFax Freight,Container,10547.2,954,Express,Machinery,40258.03,2,2.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.3,Yes,19080
SHP-01548,2024-11-15,Mumbai,Ahmedabad,MUM-AHM,C003,Delhivery Freight,Trailer,2978.5,524,Express,Food & Beverage,23488.48,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.9,Yes,10480
SHP-01549,2024-06-26,Hyderabad,Nagpur,HYD-NAG,C002,GATI Limited,LCV,7820.3,503,Express,Automotive,24181.34,1,1.0,Yes,0.0,No,Yes,96.1,Low,Yes,4.9,Yes,10060
SHP-01550,2023-03-07,Kolkata,Ahmedabad,KOL-AHM,C008,VRL Logistics,MCV,10980.5,1621,Standard,Machinery,44753.14,3,3.0,Yes,0.0,No,Yes,87.3,Low,Yes,3.4,Yes,32420
SHP-01551,2023-05-22,Kolkata,Hyderabad,KOL-HYD,C014,DHL Supply Chain India,Container,11768.2,2067,Express,Electronics,38928.39,4,4.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.8,No,41340
SHP-01552,2023-08-06,Bhopal,Surat,BHO-SUR,C009,Rivigo,Trailer,4062.9,2180,Standard,Food & Beverage,38718.0,5,5.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.3,No,43600
SHP-01553,2024-11-24,Visakhapatnam,Nagpur,VIS-NAG,C008,VRL Logistics,LCV,11114.0,1782,Standard,Retail,30986.53,4,13.2,No,9.2,No,Yes,87.3,Low,Yes,3.5,No,35640
SHP-01554,2023-04-06,Indore,Jaipur,IND-JAI,C010,XpressBees Freight,LCV,12517.5,1764,Standard,Pharma,39522.93,3,7.6,No,4.6,No,Yes,90.6,Low,Yes,1.7,Yes,35280
SHP-01555,2024-06-20,Lucknow,Surat,LUC-SUR,C007,Safexpress,Container,7154.1,524,Standard,Food & Beverage,18566.2,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,4.3,Yes,10480
SHP-01556,2023-08-07,Delhi,Lucknow,DEL-LUC,C001,BlueDart Express,HCV,3667.8,555,Express,Retail,22423.08,1,1.0,Yes,0.0,No,Yes,100.0,Low,Yes,3.4,Yes,11100
SHP-01557,2024-02-17,Surat,Kochi,SUR-KOC,C006,Ecom Express,MCV,7610.0,1021,Standard,Machinery,26001.75,2,2.0,Yes,0.0,No,Yes,86.7,Low,Yes,3.9,Yes,20420
SHP-01558,2024-07-26,Jaipur,Delhi,JAI-DEL,C002,GATI Limited,MCV,9142.6,282,Express,FMCG,23010.6,1,1.0,Yes,0.0,No,Yes,91.0,Low,Yes,4.0,Yes,5640
SHP-01559,2024-01-30,Nagpur,Coimbatore,NAG-COI,C013,Allcargo Logistics,LCV,14667.6,1359,Standard,Machinery,52114.87,3,3.0,Yes,0.0,No,Yes,95.3,Low,Yes,3.8,Yes,27180
